P|ANVI5G|12L|ANVIX|0|6
S| |91000000|181000000| |CA|0|11900|0|0|0|0|1|460|0|0|0|0|0
S|ASTES|25201278|55457139| |DF|0|0|0|0|0|0|2|5000|0|0|0|0|0
S|DB469|25113333|55613361| |TF|0|0|0|0|0|220|1|4000|0|0|0|0|0
S|LUBAP|24943528|55800972| |TF|0|0|0|0|0|0|0|0|0|0|0|0|0
S|LOPUV|24841972|55849111| |TF|0|0|0|0|0|0|0|0|0|0|0|0|0
S|ANVIX|24781944|55937778| |TF|0|0|0|0|0|0|1|10000|0|0|0|0|0

P|ANVI5G|12R|ANVIX|0|6
S| |91000000|181000000| |CA|0|11900|0|0|0|0|1|460|0|0|0|0|0
S|ASTES|25201278|55457139| |DF|0|0|0|0|0|0|2|5000|0|0|0|0|0
S|DB469|25113333|55613361| |TF|0|0|0|0|0|220|1|4000|0|0|0|0|0
S|LUBAP|24943528|55800972| |TF|0|0|0|0|0|0|0|0|0|0|0|0|0
S|LOPUV|24841972|55849111| |TF|0|0|0|0|0|0|0|0|0|0|0|0|0
S|ANVIX|24781944|55937778| |TF|0|0|0|0|0|0|1|10000|0|0|0|0|0

P|ANVI7F|30L|ANVIX|0|12
S| |91000000|181000000| |CA|0|29900|0|0|0|0|1|460|0|0|0|0|0
S|DB570|25295528|55294722| |DF|0|0|0|0|0|180|0|0|0|0|0|0|0
S|DB586|25262056|55215833| |TF|0|0|0|0|0|190|1|2500|0|0|0|0|0
S|DB587|25240833|55165861| |TF|0|0|0|0|0|220|1|3500|0|0|0|0|0
S|DB588|25185611|55169861| |TF|0|0|0|0|0|230|1|4500|0|0|0|0|0
S|DB589|25138028|55268889| |TF|0|0|0|0|0|0|1|6000|0|0|0|0|0
S|DB571|25107694|55331917| |TF|0|0|0|0|0|0|1|7500|0|0|0|0|0
S|DB572|25073083|55415889| |TF|0|0|0|0|0|250|1|9000|0|0|0|0|0
S|ULADO|25020000|55553639| |TF|0|0|0|0|0|0|0|0|0|0|0|0|0
S|RAPMO|24941694|55698639| |TF|0|0|0|0|0|0|0|0|0|0|0|0|0
S|LOPUV|24841972|55849111| |TF|0|0|0|0|0|0|0|0|0|0|0|0|0
S|ANVIX|24781944|55937778| |TF|0|0|0|0|0|0|1|10000|0|0|0|0|0

P|ANVI7F|30R|ANVIX|0|12
S| |91000000|181000000| |CA|0|29900|0|0|0|0|1|460|0|0|0|0|0
S|DB570|25295528|55294722| |DF|0|0|0|0|0|180|0|0|0|0|0|0|0
S|DB586|25262056|55215833| |TF|0|0|0|0|0|190|1|2500|0|0|0|0|0
S|DB587|25240833|55165861| |TF|0|0|0|0|0|220|1|3500|0|0|0|0|0
S|DB588|25185611|55169861| |TF|0|0|0|0|0|230|1|4500|0|0|0|0|0
S|DB589|25138028|55268889| |TF|0|0|0|0|0|0|1|6000|0|0|0|0|0
S|DB571|25107694|55331917| |TF|0|0|0|0|0|0|1|7500|0|0|0|0|0
S|DB572|25073083|55415889| |TF|0|0|0|0|0|250|1|9000|0|0|0|0|0
S|ULADO|25020000|55553639| |TF|0|0|0|0|0|0|0|0|0|0|0|0|0
S|RAPMO|24941694|55698639| |TF|0|0|0|0|0|0|0|0|0|0|0|0|0
S|LOPUV|24841972|55849111| |TF|0|0|0|0|0|0|0|0|0|0|0|0|0
S|ANVIX|24781944|55937778| |TF|0|0|0|0|0|0|1|10000|0|0|0|0|0

P|DAVM4F|30L|DAVMO|0|8
S| |91000000|181000000| |CA|0|29900|0|0|0|0|1|460|0|0|0|0|0
S|DB570|25295528|55294722| |DF|0|0|0|0|0|180|0|0|0|0|0|0|0
S|DB560|25347861|55295972| |TF|0|0|0|0|0|190|0|0|0|0|0|0|0
S|DB576|25398000|55297167| |TF|0|0|0|0|0|220|1|3000|0|0|0|0|0
S|DB568|25459639|55325778| |TF|0|0|0|0|0|0|1|4000|0|0|0|0|0
S|KUNPI|25577694|55380694| |TF|0|0|0|0|0|0|0|0|0|0|0|0|0
S|OBROG|25668278|55451417| |TF|0|0|0|0|0|0|0|0|0|0|0|0|0
S|DAVMO|25857500|55650000| |TF|0|0|0|0|0|0|1|12000|0|0|0|0|0

P|DAVM4F|30R|DAVMO|0|8
S| |91000000|181000000| |CA|0|29900|0|0|0|0|1|460|0|0|0|0|0
S|DB570|25295528|55294722| |DF|0|0|0|0|0|180|0|0|0|0|0|0|0
S|DB560|25347861|55295972| |TF|0|0|0|0|0|190|0|0|0|0|0|0|0
S|DB576|25398000|55297167| |TF|0|0|0|0|0|220|1|3000|0|0|0|0|0
S|DB568|25459639|55325778| |TF|0|0|0|0|0|0|1|4000|0|0|0|0|0
S|KUNPI|25577694|55380694| |TF|0|0|0|0|0|0|0|0|0|0|0|0|0
S|OBROG|25668278|55451417| |TF|0|0|0|0|0|0|0|0|0|0|0|0|0
S|DAVMO|25857500|55650000| |TF|0|0|0|0|0|0|1|12000|0|0|0|0|0

P|DAVM4G|12L|DAVMO|0|7
S| |91000000|181000000| |CA|0|11900|0|0|0|0|1|460|0|0|0|0|0
S|ASTES|25201278|55457139| |DF|0|0|0|0|0|0|2|5000|0|0|0|0|0
S|GIRGO|25196972|55613250| |TF|0|0|0|0|0|220|1|4000|0|0|0|0|0
S|DB464|25355028|55761861| |TF|0|0|0|0|0|0|1|7000|0|0|0|0|0
S|GIVLI|25456722|55697250| |TF|0|0|0|0|0|0|0|0|0|0|0|0|0
S|VEBUL|25597722|55579194| |TF|0|0|0|0|0|0|0|0|0|0|0|0|0
S|DAVMO|25857500|55650000| |TF|0|0|0|0|0|0|0|0|0|0|0|0|0

P|DAVM4G|12R|DAVMO|0|7
S| |91000000|181000000| |CA|0|11900|0|0|0|0|1|460|0|0|0|0|0
S|ASTES|25201278|55457139| |DF|0|0|0|0|0|0|2|5000|0|0|0|0|0
S|GIRGO|25196972|55613250| |TF|0|0|0|0|0|220|1|4000|0|0|0|0|0
S|DB464|25355028|55761861| |TF|0|0|0|0|0|0|1|7000|0|0|0|0|0
S|GIVLI|25456722|55697250| |TF|0|0|0|0|0|0|0|0|0|0|0|0|0
S|VEBUL|25597722|55579194| |TF|0|0|0|0|0|0|0|0|0|0|0|0|0
S|DAVMO|25857500|55650000| |TF|0|0|0|0|0|0|0|0|0|0|0|0|0

P|EMER2F|30L|EMERU|0|8
S| |91000000|181000000| |CA|0|29900|0|0|0|0|1|460|0|0|0|0|0
S|DB570|25295528|55294722| |DF|0|0|0|0|0|180|0|0|0|0|0|0|0
S|DB586|25262056|55215833| |TF|0|0|0|0|0|190|1|2500|0|0|0|0|0
S|DB587|25240833|55165861| |TF|0|0|0|0|0|220|1|3500|0|0|0|0|0
S|DB467|25202222|55091667| |TF|0|0|0|0|0|0|1|7000|0|0|0|0|0
S|GINLA|25140833|54927222| |TF|0|0|0|0|0|0|0|0|0|0|0|0|0
S|XARTA|25025861|54927222| |TF|0|0|0|0|0|0|0|0|0|0|0|0|0
S|EMERU|24808056|55050833| |TF|0|0|0|0|0|0|0|0|0|0|0|0|0

P|EMER2F|30R|EMERU|0|8
S| |91000000|181000000| |CA|0|29900|0|0|0|0|1|460|0|0|0|0|0
S|DB570|25295528|55294722| |DF|0|0|0|0|0|180|0|0|0|0|0|0|0
S|DB586|25262056|55215833| |TF|0|0|0|0|0|190|1|2500|0|0|0|0|0
S|DB587|25240833|55165861| |TF|0|0|0|0|0|220|1|3500|0|0|0|0|0
S|DB467|25202222|55091667| |TF|0|0|0|0|0|0|1|7000|0|0|0|0|0
S|GINLA|25140833|54927222| |TF|0|0|0|0|0|0|0|0|0|0|0|0|0
S|XARTA|25025861|54927222| |TF|0|0|0|0|0|0|0|0|0|0|0|0|0
S|EMERU|24808056|55050833| |TF|0|0|0|0|0|0|0|0|0|0|0|0|0

P|EMER2G|12L|EMERU|0|9
S| |91000000|181000000| |CA|0|11900|0|0|0|0|1|460|0|0|0|0|0
S|ASTES|25201278|55457139| |DF|0|0|0|0|0|0|2|5000|0|0|0|0|0
S|DB451|25139944|55415944| |TF|0|0|0|0|0|200|0|0|0|0|0|0|0
S|DB460|25149778|55302667| |TF|0|0|0|0|0|220|1|4000|0|0|0|0|0
S|DB465|25167250|55231778| |TF|0|0|0|0|0|0|0|0|0|0|0|0|0
S|DB467|25202222|55091667| |TF|0|0|0|0|0|0|1|7000|0|0|0|0|0
S|GINLA|25140833|54927222| |TF|0|0|0|0|0|0|0|0|0|0|0|0|0
S|XARTA|25025861|54927222| |TF|0|0|0|0|0|0|0|0|0|0|0|0|0
S|EMERU|24808056|55050833| |TF|0|0|0|0|0|0|0|0|0|0|0|0|0

P|EMER2G|12R|EMERU|0|9
S| |91000000|181000000| |CA|0|11900|0|0|0|0|1|460|0|0|0|0|0
S|ASTES|25201278|55457139| |DF|0|0|0|0|0|0|2|5000|0|0|0|0|0
S|DB451|25139944|55415944| |TF|0|0|0|0|0|200|0|0|0|0|0|0|0
S|DB460|25149778|55302667| |TF|0|0|0|0|0|220|1|4000|0|0|0|0|0
S|DB465|25167250|55231778| |TF|0|0|0|0|0|0|0|0|0|0|0|0|0
S|DB467|25202222|55091667| |TF|0|0|0|0|0|0|1|7000|0|0|0|0|0
S|GINLA|25140833|54927222| |TF|0|0|0|0|0|0|0|0|0|0|0|0|0
S|XARTA|25025861|54927222| |TF|0|0|0|0|0|0|0|0|0|0|0|0|0
S|EMERU|24808056|55050833| |TF|0|0|0|0|0|0|0|0|0|0|0|0|0

P|IVUR1F|30L|IVURO|0|11
S| |91000000|181000000| |CA|0|29900|0|0|0|0|1|460|0|0|0|0|0
S|DB570|25295528|55294722| |DF|0|0|0|0|0|180|0|0|0|0|0|0|0
S|DB560|25347861|55295972| |TF|0|0|0|0|0|190|0|0|0|0|0|0|0
S|DB576|25398000|55297167| |TF|0|0|0|0|0|220|1|3000|0|0|0|0|0
S|DB569|25440000|55354472| |TF|0|0|0|0|0|0|1|4000|0|0|0|0|0
S|KUPOR|25483500|55413889| |TF|0|0|0|0|0|0|1|5000|0|0|0|0|0
S|UKRER|25539639|55494361| |TF|0|0|0|0|0|0|1|7000|0|0|0|0|0
S|VAXAB|25426361|55693250| |TF|0|0|0|0|0|0|1|10000|0|0|0|0|0
S|LUDEV|25411139|55764944| |TF|0|0|0|0|0|0|1|11000|0|0|0|0|0
S|GETID|25373694|55940361| |TF|0|0|0|0|0|0|0|0|0|0|0|0|0
S|IVURO|25327778|56154167| |TF|0|0|0|0|0|0|0|0|0|0|0|0|0

P|IVUR1F|30R|IVURO|0|11
S| |91000000|181000000| |CA|0|29900|0|0|0|0|1|460|0|0|0|0|0
S|DB570|25295528|55294722| |DF|0|0|0|0|0|180|0|0|0|0|0|0|0
S|DB560|25347861|55295972| |TF|0|0|0|0|0|190|0|0|0|0|0|0|0
S|DB576|25398000|55297167| |TF|0|0|0|0|0|220|1|3000|0|0|0|0|0
S|DB569|25440000|55354472| |TF|0|0|0|0|0|0|1|4000|0|0|0|0|0
S|KUPOR|25483500|55413889| |TF|0|0|0|0|0|0|1|5000|0|0|0|0|0
S|UKRER|25539639|55494361| |TF|0|0|0|0|0|0|1|7000|0|0|0|0|0
S|VAXAB|25426361|55693250| |TF|0|0|0|0|0|0|1|10000|0|0|0|0|0
S|LUDEV|25411139|55764944| |TF|0|0|0|0|0|0|1|11000|0|0|0|0|0
S|GETID|25373694|55940361| |TF|0|0|0|0|0|0|0|0|0|0|0|0|0
S|IVURO|25327778|56154167| |TF|0|0|0|0|0|0|0|0|0|0|0|0|0

P|IVUR1G|12L|IVURO|0|6
S| |91000000|181000000| |CA|0|11900|0|0|0|0|1|460|0|0|0|0|0
S|ASTES|25201278|55457139| |DF|0|0|0|0|0|0|2|5000|0|0|0|0|0
S|GIRGO|25196972|55613250| |TF|0|0|0|0|0|220|1|4000|0|0|0|0|0
S|DB464|25355028|55761861| |TF|0|0|0|0|0|0|1|7000|0|0|0|0|0
S|GETID|25373694|55940361| |TF|0|0|0|0|0|0|0|0|0|0|0|0|0
S|IVURO|25327778|56154167| |TF|0|0|0|0|0|0|1|10000|0|0|0|0|0

P|IVUR1G|12R|IVURO|0|6
S| |91000000|181000000| |CA|0|11900|0|0|0|0|1|460|0|0|0|0|0
S|ASTES|25201278|55457139| |DF|0|0|0|0|0|0|2|5000|0|0|0|0|0
S|GIRGO|25196972|55613250| |TF|0|0|0|0|0|220|1|4000|0|0|0|0|0
S|DB464|25355028|55761861| |TF|0|0|0|0|0|0|1|7000|0|0|0|0|0
S|GETID|25373694|55940361| |TF|0|0|0|0|0|0|0|0|0|0|0|0|0
S|IVURO|25327778|56154167| |TF|0|0|0|0|0|0|1|10000|0|0|0|0|0

P|KUTL4F|30L|KUTLI|0|8
S| |91000000|181000000| |CA|0|29900|0|0|0|0|1|460|0|0|0|0|0
S|DB570|25295528|55294722| |DF|0|0|0|0|0|180|0|0|0|0|0|0|0
S|DB586|25262056|55215833| |TF|0|0|0|0|0|190|1|2500|0|0|0|0|0
S|DB587|25240833|55165861| |TF|0|0|0|0|0|220|1|3500|0|0|0|0|0
S|DB467|25202222|55091667| |TF|0|0|0|0|0|0|1|7000|0|0|0|0|0
S|GINLA|25140833|54927222| |TF|0|0|0|0|0|0|1|10000|0|0|0|0|0
