P|CATH1|13L|PSP|0|5
S| |91000000|181000000| |VA|0|13000|0|0|0|0|1|880|0|0|0|0|0
S| |91000000|181000000|PSP|VR|0|10000|0|17600|0|0|0|0|0|0|0|0|0
S| |91000000|181000000| |VI|0|4000|0|0|0|0|0|0|0|0|0|0|0
S|EMRUD|33794086|-116251575|PSP|CF|0|10400|1000|10400|600|0|0|0|0|1|0|0|0
S|PSP|33870014|-116429772| |DF|2|0|0|0|0|0|0|0|0|0|0|0|0

P|CATH1|13R|PSP|0|5
S| |91000000|181000000| |VA|0|13000|0|0|0|0|1|880|0|0|0|0|0
S| |91000000|181000000|PSP|VR|0|10000|0|17600|0|0|0|0|0|0|0|0|0
S| |91000000|181000000| |VI|0|4000|0|0|0|0|0|0|0|0|0|0|0
S|EMRUD|33794086|-116251575|PSP|CF|0|10400|1000|10400|600|0|0|0|0|1|0|0|0
S|PSP|33870014|-116429772| |DF|2|0|0|0|0|0|0|0|0|0|0|0|0

P|HWRRD1|31L|BLH|0|9
S| |91000000|181000000| |VA|0|31000|0|0|0|0|1|977|0|0|0|0|0
S|FYTNN|33910056|-116576786| |DF|0|0|0|0|0|230|1|2600|0|0|0|0|0
S|FYTNN|33910056|-116576786| |IF|0|0|0|0|0|230|1|2600|0|0|0|0|0
S|EYRSH|33968247|-116512367| |TF|0|0|0|0|0|0|2|9000|0|0|0|0|0
S|HWRRD|33948575|-116417711| |TF|0|0|0|0|0|0|1|7000|0|0|0|0|0
S|HWRRD|33948575|-116417711| |IF|0|0|0|0|0|0|1|7000|0|0|0|0|0
S|EMRUD|33794086|-116251575| |TF|0|0|0|0|0|0|2|15000|0|0|0|0|0
S|TEEGE|33702733|-115932883| |TF|0|0|0|0|0|0|2|19000|0|0|0|0|0
S|BLH|33596064|-114761272| |TF|0|0|0|0|0|0|0|0|0|0|0|0|0

P|HWRRD1|31R|BLH|0|9
S| |91000000|181000000| |VA|0|31000|0|0|0|0|1|977|0|0|0|0|0
S|FYTNN|33910056|-116576786| |DF|0|0|0|0|0|230|1|2600|0|0|0|0|0
S|FYTNN|33910056|-116576786| |IF|0|0|0|0|0|230|1|2600|0|0|0|0|0
S|EYRSH|33968247|-116512367| |TF|0|0|0|0|0|0|2|9000|0|0|0|0|0
S|HWRRD|33948575|-116417711| |TF|0|0|0|0|0|0|1|7000|0|0|0|0|0
S|HWRRD|33948575|-116417711| |IF|0|0|0|0|0|0|1|7000|0|0|0|0|0
S|EMRUD|33794086|-116251575| |TF|0|0|0|0|0|0|2|15000|0|0|0|0|0
S|TEEGE|33702733|-115932883| |TF|0|0|0|0|0|0|2|19000|0|0|0|0|0
S|BLH|33596064|-114761272| |TF|0|0|0|0|0|0|0|0|0|0|0|0|0

P|HWRRD1|31L|EED|0|11
S| |91000000|181000000| |VA|0|31000|0|0|0|0|1|977|0|0|0|0|0
S|FYTNN|33910056|-116576786| |DF|0|0|0|0|0|230|1|2600|0|0|0|0|0
S|FYTNN|33910056|-116576786| |IF|0|0|0|0|0|230|1|2600|0|0|0|0|0
S|EYRSH|33968247|-116512367| |TF|0|0|0|0|0|0|2|9000|0|0|0|0|0
S|HWRRD|33948575|-116417711| |TF|0|0|0|0|0|0|1|7000|0|0|0|0|0
S|HWRRD|33948575|-116417711| |IF|0|0|0|0|0|0|1|7000|0|0|0|0|0
S|MYKUL|33969928|-116156328| |TF|0|0|0|0|0|0|0|0|0|0|0|0|0
S|FUSBL|34002297|-115859097| |TF|0|0|0|0|0|0|1|16000|0|0|0|0|0
S|DWGHT|34054592|-115368817| |TF|0|0|0|0|0|0|0|0|0|0|0|0|0
S|EMPRR|34173478|-115221033| |TF|0|0|0|0|0|0|1|23000|0|0|0|0|0
S|EED|34766003|-114474103| |TF|0|0|0|0|0|0|0|0|0|0|0|0|0

P|HWRRD1|31R|EED|0|11
S| |91000000|181000000| |VA|0|31000|0|0|0|0|1|977|0|0|0|0|0
S|FYTNN|33910056|-116576786| |DF|0|0|0|0|0|230|1|2600|0|0|0|0|0
S|FYTNN|33910056|-116576786| |IF|0|0|0|0|0|230|1|2600|0|0|0|0|0
S|EYRSH|33968247|-116512367| |TF|0|0|0|0|0|0|2|9000|0|0|0|0|0
S|HWRRD|33948575|-116417711| |TF|0|0|0|0|0|0|1|7000|0|0|0|0|0
S|HWRRD|33948575|-116417711| |IF|0|0|0|0|0|0|1|7000|0|0|0|0|0
S|MYKUL|33969928|-116156328| |TF|0|0|0|0|0|0|0|0|0|0|0|0|0
S|FUSBL|34002297|-115859097| |TF|0|0|0|0|0|0|1|16000|0|0|0|0|0
S|DWGHT|34054592|-115368817| |TF|0|0|0|0|0|0|0|0|0|0|0|0|0
S|EMPRR|34173478|-115221033| |TF|0|0|0|0|0|0|1|23000|0|0|0|0|0
S|EED|34766003|-114474103| |TF|0|0|0|0|0|0|0|0|0|0|0|0|0

P|HWRRD1|31L|FUSBL|0|8
S| |91000000|181000000| |VA|0|31000|0|0|0|0|1|977|0|0|0|0|0
S|FYTNN|33910056|-116576786| |DF|0|0|0|0|0|230|1|2600|0|0|0|0|0
S|FYTNN|33910056|-116576786| |IF|0|0|0|0|0|230|1|2600|0|0|0|0|0
S|EYRSH|33968247|-116512367| |TF|0|0|0|0|0|0|2|9000|0|0|0|0|0
S|HWRRD|33948575|-116417711| |TF|0|0|0|0|0|0|1|7000|0|0|0|0|0
S|HWRRD|33948575|-116417711| |IF|0|0|0|0|0|0|1|7000|0|0|0|0|0
S|MYKUL|33969928|-116156328| |TF|0|0|0|0|0|0|0|0|0|0|0|0|0
S|FUSBL|34002297|-115859097| |TF|0|0|0|0|0|0|1|16000|0|0|0|0|0

P|HWRRD1|31R|FUSBL|0|8
S| |91000000|181000000| |VA|0|31000|0|0|0|0|1|977|0|0|0|0|0
S|FYTNN|33910056|-116576786| |DF|0|0|0|0|0|230|1|2600|0|0|0|0|0
S|FYTNN|33910056|-116576786| |IF|0|0|0|0|0|230|1|2600|0|0|0|0|0
S|EYRSH|33968247|-116512367| |TF|0|0|0|0|0|0|2|9000|0|0|0|0|0
S|HWRRD|33948575|-116417711| |TF|0|0|0|0|0|0|1|7000|0|0|0|0|0
S|HWRRD|33948575|-116417711| |IF|0|0|0|0|0|0|1|7000|0|0|0|0|0
S|MYKUL|33969928|-116156328| |TF|0|0|0|0|0|0|0|0|0|0|0|0|0
