P|BAYPO2|04|CAMJO|0|12
S| |91000000|181000000| |VI|0|4500|0|0|0|0|0|0|0|0|0|0|0
S|FOXAR|28001736|-82669200|PIE|CF|0|200|570|1310|460|0|2|1600|0|0|0|0|0
S|PPOLE|28067375|-82676236| |TF|0|0|0|0|0|0|0|0|0|0|0|0|0
S|PPOLE|28067375|-82676236|PIE|FM|0|36000|960|760|0|0|0|0|0|0|0|0|0
S|FINKI|28198169|-82575942| |DF|0|0|0|0|0|0|0|0|0|0|0|0|0
S|FINKI|28198169|-82575942| |IF|0|0|0|0|0|0|0|0|0|0|0|0|0
S|BAYPO|28362881|-82580753| |TF|0|0|0|0|0|0|0|0|0|0|0|0|0
S|BAYPO|28362881|-82580753| |IF|0|0|0|0|0|0|0|0|0|0|0|0|0
S|ECAKE|28670178|-82588469| |TF|0|0|0|0|0|0|0|0|0|0|0|0|0
S|WILON|29417844|-82693225| |TF|0|0|0|0|0|0|0|0|0|0|0|0|0
S|SPRNG|30003536|-82689556| |TF|0|0|0|0|0|0|0|0|0|0|0|0|0
S|CAMJO|30508889|-82686389| |TF|0|0|0|0|0|0|0|0|0|0|0|0|0

P|BAYPO2|04|WILON|0|10
S| |91000000|181000000| |VI|0|4500|0|0|0|0|0|0|0|0|0|0|0
S|FOXAR|28001736|-82669200|PIE|CF|0|200|570|1310|460|0|2|1600|0|0|0|0|0
S|PPOLE|28067375|-82676236| |TF|0|0|0|0|0|0|0|0|0|0|0|0|0
S|PPOLE|28067375|-82676236|PIE|FM|0|36000|960|760|0|0|0|0|0|0|0|0|0
S|FINKI|28198169|-82575942| |DF|0|0|0|0|0|0|0|0|0|0|0|0|0
S|FINKI|28198169|-82575942| |IF|0|0|0|0|0|0|0|0|0|0|0|0|0
S|BAYPO|28362881|-82580753| |TF|0|0|0|0|0|0|0|0|0|0|0|0|0
S|BAYPO|28362881|-82580753| |IF|0|0|0|0|0|0|0|0|0|0|0|0|0
S|ECAKE|28670178|-82588469| |TF|0|0|0|0|0|0|0|0|0|0|0|0|0
S|WILON|29417844|-82693225| |TF|0|0|0|0|0|0|0|0|0|0|0|0|0

P|BAYPO2|18|CAMJO|0|11
S| |91000000|181000000| |VA|0|17600|0|0|0|0|1|520|0|0|0|0|0
S|YOTLR|27849553|-82678019| |DF|0|0|0|0|0|0|0|0|0|1|0|0|0
S| |91000000|181000000| |VM|0|20300|0|0|0|0|0|0|0|0|0|0|0
S|FINKI|28198169|-82575942| |DF|0|0|0|0|0|0|0|0|0|0|0|0|0
S|FINKI|28198169|-82575942| |IF|0|0|0|0|0|0|0|0|0|0|0|0|0
S|BAYPO|28362881|-82580753| |TF|0|0|0|0|0|0|0|0|0|0|0|0|0
S|BAYPO|28362881|-82580753| |IF|0|0|0|0|0|0|0|0|0|0|0|0|0
S|ECAKE|28670178|-82588469| |TF|0|0|0|0|0|0|0|0|0|0|0|0|0
S|WILON|29417844|-82693225| |TF|0|0|0|0|0|0|0|0|0|0|0|0|0
S|SPRNG|30003536|-82689556| |TF|0|0|0|0|0|0|0|0|0|0|0|0|0
S|CAMJO|30508889|-82686389| |TF|0|0|0|0|0|0|0|0|0|0|0|0|0

P|BAYPO2|18|WILON|0|9
S| |91000000|181000000| |VA|0|17600|0|0|0|0|1|520|0|0|0|0|0
S|YOTLR|27849553|-82678019| |DF|0|0|0|0|0|0|0|0|0|1|0|0|0
S| |91000000|181000000| |VM|0|20300|0|0|0|0|0|0|0|0|0|0|0
S|FINKI|28198169|-82575942| |DF|0|0|0|0|0|0|0|0|0|0|0|0|0
S|FINKI|28198169|-82575942| |IF|0|0|0|0|0|0|0|0|0|0|0|0|0
S|BAYPO|28362881|-82580753| |TF|0|0|0|0|0|0|0|0|0|0|0|0|0
S|BAYPO|28362881|-82580753| |IF|0|0|0|0|0|0|0|0|0|0|0|0|0
S|ECAKE|28670178|-82588469| |TF|0|0|0|0|0|0|0|0|0|0|0|0|0
S|WILON|29417844|-82693225| |TF|0|0|0|0|0|0|0|0|0|0|0|0|0

P|BAYPO2|22|CAMJO|0|11
S| |91000000|181000000| |VA|0|22500|0|0|0|0|1|520|0|0|0|0|0
S|DEPPP|27866289|-82720631| |DF|0|0|0|0|0|0|0|0|0|1|0|0|0
S| |91000000|181000000| |VM|0|22500|0|0|0|0|0|0|0|0|0|0|0
S|FINKI|28198169|-82575942| |DF|0|0|0|0|0|0|0|0|0|0|0|0|0
S|FINKI|28198169|-82575942| |IF|0|0|0|0|0|0|0|0|0|0|0|0|0
S|BAYPO|28362881|-82580753| |TF|0|0|0|0|0|0|0|0|0|0|0|0|0
S|BAYPO|28362881|-82580753| |IF|0|0|0|0|0|0|0|0|0|0|0|0|0
S|ECAKE|28670178|-82588469| |TF|0|0|0|0|0|0|0|0|0|0|0|0|0
S|WILON|29417844|-82693225| |TF|0|0|0|0|0|0|0|0|0|0|0|0|0
S|SPRNG|30003536|-82689556| |TF|0|0|0|0|0|0|0|0|0|0|0|0|0
S|CAMJO|30508889|-82686389| |TF|0|0|0|0|0|0|0|0|0|0|0|0|0

P|BAYPO2|22|WILON|0|9
S| |91000000|181000000| |VA|0|22500|0|0|0|0|1|520|0|0|0|0|0
S|DEPPP|27866289|-82720631| |DF|0|0|0|0|0|0|0|0|0|1|0|0|0
S| |91000000|181000000| |VM|0|22500|0|0|0|0|0|0|0|0|0|0|0
S|FINKI|28198169|-82575942| |DF|0|0|0|0|0|0|0|0|0|0|0|0|0
S|FINKI|28198169|-82575942| |IF|0|0|0|0|0|0|0|0|0|0|0|0|0
S|BAYPO|28362881|-82580753| |TF|0|0|0|0|0|0|0|0|0|0|0|0|0
S|BAYPO|28362881|-82580753| |IF|0|0|0|0|0|0|0|0|0|0|0|0|0
S|ECAKE|28670178|-82588469| |TF|0|0|0|0|0|0|0|0|0|0|0|0|0
S|WILON|29417844|-82693225| |TF|0|0|0|0|0|0|0|0|0|0|0|0|0

P|BAYPO2|36|CAMJO|0|12
S| |91000000|181000000| |VI|0|35600|0|0|0|0|0|0|0|0|0|0|0
S|FOXAR|28001736|-82669200|PIE|CF|0|2700|570|1310|360|0|2|1600|0|0|0|0|0
S|PPOLE|28067375|-82676236| |TF|0|0|0|0|0|0|0|0|0|1|0|0|0
S|PPOLE|28067375|-82676236|PIE|FM|0|36000|960|760|0|0|0|0|0|0|0|0|0
S|FINKI|28198169|-82575942| |DF|0|0|0|0|0|0|0|0|0|0|0|0|0
S|FINKI|28198169|-82575942| |IF|0|0|0|0|0|0|0|0|0|0|0|0|0
S|BAYPO|28362881|-82580753| |TF|0|0|0|0|0|0|0|0|0|0|0|0|0
S|BAYPO|28362881|-82580753| |IF|0|0|0|0|0|0|0|0|0|0|0|0|0
S|ECAKE|28670178|-82588469| |TF|0|0|0|0|0|0|0|0|0|0|0|0|0
S|WILON|29417844|-82693225| |TF|0|0|0|0|0|0|0|0|0|0|0|0|0
S|SPRNG|30003536|-82689556| |TF|0|0|0|0|0|0|0|0|0|0|0|0|0
S|CAMJO|30508889|-82686389| |TF|0|0|0|0|0|0|0|0|0|0|0|0|0

P|BAYPO2|36|WILON|0|10
S| |91000000|181000000| |VI|0|35600|0|0|0|0|0|0|0|0|0|0|0
S|FOXAR|28001736|-82669200|PIE|CF|0|2700|570|1310|360|0|2|1600|0|0|0|0|0
S|PPOLE|28067375|-82676236| |TF|0|0|0|0|0|0|0|0|0|1|0|0|0
S|PPOLE|28067375|-82676236|PIE|FM|0|36000|960|760|0|0|0|0|0|0|0|0|0
S|FINKI|28198169|-82575942| |DF|0|0|0|0|0|0|0|0|0|0|0|0|0
S|FINKI|28198169|-82575942| |IF|0|0|0|0|0|0|0|0|0|0|0|0|0
S|BAYPO|28362881|-82580753| |TF|0|0|0|0|0|0|0|0|0|0|0|0|0
S|BAYPO|28362881|-82580753| |IF|0|0|0|0|0|0|0|0|0|0|0|0|0
S|ECAKE|28670178|-82588469| |TF|0|0|0|0|0|0|0|0|0|0|0|0|0
S|WILON|29417844|-82693225| |TF|0|0|0|0|0|0|0|0|0|0|0|0|0

P|ENDED2|04|LACEN|0|7
S| |91000000|181000000| |VI|0|4500|0|0|0|0|0|0|0|0|0|0|0
S|FOXAR|28001736|-82669200|PIE|CF|0|200|570|1310|460|0|2|1600|0|0|0|0|0
S|PPOLE|28067375|-82676236| |TF|0|0|0|0|0|0|0|0|0|0|0|0|0
S|PPOLE|28067375|-82676236|PIE|FM|0|36000|960|760|0|0|0|0|0|0|0|0|0
S|ENDED|28409761|-82784436| |DF|0|0|0|0|0|0|0|0|0|0|0|0|0
S|ENDED|28409761|-82784436| |IF|0|0|0|0|0|0|0|0|0|0|0|0|0
S|LACEN|28574469|-82811328| |TF|0|0|0|0|0|0|0|0|0|0|0|0|0

P|ENDED2|18|LACEN|0|6
S| |91000000|181000000| |VA|0|17600|0|0|0|0|1|520|0|0|0|0|0
S|YOTLR|27849553|-82678019| |DF|0|0|0|0|0|0|0|0|0|1|0|0|0
S| |91000000|181000000| |VM|0|20300|0|0|0|0|0|0|0|0|0|0|0
S|ENDED|28409761|-82784436| |DF|0|0|0|0|0|0|0|0|0|0|0|0|0
S|ENDED|28409761|-82784436| |IF|0|0|0|0|0|0|0|0|0|0|0|0|0
S|LACEN|28574469|-82811328| |TF|0|0|0|0|0|0|0|0|0|0|0|0|0

P|ENDED2|22|LACEN|0|6
S| |91000000|181000000| |VA|0|22500|0|0|0|0|1|520|0|0|0|0|0
S|DEPPP|27866289|-82720631| |DF|0|0|0|0|0|0|0|0|0|1|0|0|0
S| |91000000|181000000| |VM|0|22500|0|0|0|0|0|0|0|0|0|0|0
S|ENDED|28409761|-82784436| |DF|0|0|0|0|0|0|0|0|0|0|0|0|0
S|ENDED|28409761|-82784436| |IF|0|0|0|0|0|0|0|0|0|0|0|0|0
S|LACEN|28574469|-82811328| |TF|0|0|0|0|0|0|0|0|0|0|0|0|0

P|ENDED2|36|LACEN|0|7
S| |91000000|181000000| |VI|0|35600|0|0|0|0|0|0|0|0|0|0|0
S|FOXAR|28001736|-82669200|PIE|CF|0|2700|570|1310|360|0|2|1600|0|0|0|0|0
S|PPOLE|28067375|-82676236| |TF|0|0|0|0|0|0|0|0|0|0|0|0|0
S|PPOLE|28067375|-82676236|PIE|FM|0|36000|960|760|0|0|0|0|0|0|0|0|0
S|ENDED|28409761|-82784436| |DF|0|0|0|0|0|0|0|0|0|0|0|0|0
S|ENDED|28409761|-82784436| |IF|0|0|0|0|0|0|0|0|0|0|0|0|0
