P|LOUP1E|29|LOUPY|0|5
S|LOUPY|48869889|5085000| |IF|0|0|0|0|0|0|0|0|0|0|0|0|0
S|LOUPY|48869889|5085000|SDI|FD|0|20700|1600|2700|880|0|1|6000|0|0|0|0|0
S|SDI|48637000|4889194|SDI|CF|0|20700|0|0|880|0|0|0|0|0|0|0|0
S| |91000000|181000000|SDI|CD|0|20700|0|0|200|0|0|3000|0|0|0|0|0
S|SDI|48637000|4889194| |DF|2|0|0|0|0|0|0|0|0|0|0|0|0

P|LOUP1W|11|LOUPY|0|5
S|LOUPY|48869889|5085000| |IF|0|0|0|0|0|0|0|0|0|0|0|0|0
S|LOUPY|48869889|5085000|SDI|FD|0|20700|1600|2700|880|0|1|6000|0|0|0|0|0
S|SDI|48637000|4889194|SDI|CF|0|20700|0|0|880|0|0|0|0|0|0|0|0
S| |91000000|181000000|SDI|CD|0|20700|0|0|200|0|0|3000|0|0|0|0|0
S|SDI|48637000|4889194| |DF|1|0|0|0|0|0|0|0|0|0|0|0|0

