P|ARLIN4|ALL|BLH|0|10
S|BLH|33596064|-114761272| |IF|0|0|0|0|0|0|0|0|0|0|0|0|0
S|SCOLE|33462722|-114081778| |TF|0|0|0|0|0|0|0|0|0|0|0|0|0
S|CALIE|33272269|-113145933| |TF|0|0|0|0|0|0|0|0|0|0|0|0|0
S|HYDRR|33274306|-113069672| |TF|0|0|0|0|0|0|0|0|0|0|0|0|0
S|PAYNT|33279958|-112844114| |TF|0|0|0|0|0|250|0|0|0|0|0|0|0
S|ARLIN|33283714|-112685131| |TF|0|0|0|0|0|0|0|0|0|0|0|0|0
S|ARLIN|33283714|-112685131| |IF|0|0|0|0|0|0|0|0|0|0|0|0|0
S|AMBRR|33291014|-112347242| |TF|0|0|0|0|0|0|0|0|0|0|0|0|0
S|ALEYS|33296697|-112049064| |TF|0|0|0|0|0|0|0|0|0|0|0|0|0
S|TUKEE|33299319|-111897444| |TF|0|0|0|0|0|0|0|0|0|0|0|0|0

P|ARLIN4|ALL|MOHAK|0|9
S|MOHAK|32775844|-113972097| |IF|0|0|0|0|0|0|0|0|0|0|0|0|0
S|JUDTH|32816503|-113688394| |TF|0|0|0|0|0|0|0|0|0|0|0|0|0
S|HYDRR|33274306|-113069672| |TF|0|0|0|0|0|0|0|0|0|0|0|0|0
S|PAYNT|33279958|-112844114| |TF|0|0|0|0|0|250|0|0|0|0|0|0|0
S|ARLIN|33283714|-112685131| |TF|0|0|0|0|0|0|0|0|0|0|0|0|0
S|ARLIN|33283714|-112685131| |IF|0|0|0|0|0|0|0|0|0|0|0|0|0
S|AMBRR|33291014|-112347242| |TF|0|0|0|0|0|0|0|0|0|0|0|0|0
S|ALEYS|33296697|-112049064| |TF|0|0|0|0|0|0|0|0|0|0|0|0|0
S|TUKEE|33299319|-111897444| |TF|0|0|0|0|0|0|0|0|0|0|0|0|0

P|BLH5|ALL|BLH|0|10
S|BLH|33596064|-114761272| |IF|0|0|0|0|0|0|0|0|0|0|0|0|0
S|SALOM|33516181|-113888869| |TF|0|0|0|0|0|0|0|0|0|0|0|0|0
S|SADLL|33266814|-113345111| |TF|0|0|0|0|0|0|0|0|0|0|0|0|0
S|HYDRR|33274306|-113069672| |TF|0|0|0|0|0|0|0|0|0|0|0|0|0
